name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Brucella pinnipedialis	120576	species	3365148	2	0	0.0
Brucella ceti	120577	species	3278034	2	0	0.0
Roseiflexus castenholzii	120962	species	5723298	6	2	0.0
Pseudarthrobacter sulfonivorans	121292	species	5056151	3	3	0.0
Pannonibacter phragmitetus	121719	species	5669701	1	1	0.0
Bordetella trematum	123899	species	4485537	1	1	0.0
Thermotoga sp. RQ2	126740	species	1877693	1	0	0.0
Stenotrophomonas acidaminiphila	128780	species	4138297	3	0	0.0
Aerococcus urinaehominis	128944	species	1831400	2	1	0.0
Geobacillus subterraneus	129338	species	3474426	4	1	0.0
Carboxydothermus hydrogenoformans	129958	species	2401520	3	3	0.0
Kineococcus radiotolerans	131568	species	4956672	3	2	0.0
Desulfomicrobium orale	132132	species	2783374	3	2	0.0
Rhodococcus jostii	132919	species	9702737	1	1	0.0
Exiguobacterium antarcticum	132920	species	2815863	1	1	0.0
Caldilinea aerophila	133453	species	5144873	3	3	0.0
Nitrosococcus halophilus	133539	species	4145260	2	2	0.0
Leisingera methylohalidivorans	133924	species	4650996	3	3	0.0
Olsenella uli	133926	species	2051896	24	17	0.0
Mycobacterium goodii	134601	species	7105933	1	0	0.0
Actinoplanes sp. SE50/110	134676	species	9239851	7	1	0.0
Nocardia cyriacigeorgica	135487	species	6194645	3	3	0.0
Idiomarina loihiensis	135577	species	2839538	1	1	0.0
Bacillus endophyticus	135735	species	5313985	1	1	0.0
Thermocrinis albus	136094	species	1500577	2	2	0.0
Leuconostoc kimchii	136609	species	2101787	2	2	0.0
Corynebacterium testudinoris	136857	species	2721226	3	0	0.0
Weissella cibaria	137591	species	2577731	1	1	0.0
Blastococcus saxobsidens	138336	species	4875340	1	0	0.0
Helicobacter cetorum	138563	species	1903950	1	0	0.0
Isoptericola variabilis	139208	species	3307740	1	1	0.0
Desulfitobacterium metallireducens	142877	species	3176073	5	3	0.0
Filifactor alocis	143361	species	1931012	3	3	0.0
[Eubacterium] sulci	143393	species	1739380	8	7	0.0
Methanothermobacter thermautotrophicus	145262	species	1751377	1	0	0.0
Rathayibacter toxicus	145458	species	4674320	1	1	0.0
Corynebacterium simulans	146827	species	5336673	3	2	0.0
Salinibacter ruber	146919	species	3710123	3	2	0.0
Streptomyces parvulus	146923	species	7766531	1	0	0.0
Azospira oryzae	146939	species	3806980	4	1	0.0
Paraburkholderia phymatum	148447	species	8676562	4	0	0.0
Sulfuricurvum kujiense	148813	species	2819357	2	1	0.0
Lactobacillus kunkeei	148814	species	1614522	2	2	0.0
Marinitoga piezophila	149715	species	2244793	3	2	0.0
Streptococcus lutetiensis	150055	species	1975547	9	0	0.0
Vibrio antiquarius	150340	species	5089025	4	0	0.0
Treponema azotonutricium	150829	species	3855671	2	1	0.0
Pseudopedobacter saltans	151895	species	4635236	10	7	0.0
Chloroflexus aggregans	152260	species	4684931	1	1	0.0
Pseudoalteromonas issachenkonii	152297	species	4131541	2	1	0.0
Burkholderia ambifaria	152480	species	11349840	2	0	0.0
Burkholderia dolosa	152500	species	6409095	2	1	0.0
Sphingomonas melonis	152682	species	4196755	2	0	0.0
Corynebacterium efficiens	152794	species	3219505	3	2	0.0
Kozakia baliensis	153496	species	6599181	1	1	0.0
Cellvibrio japonicus	155077	species	4576573	5	3	0.0
Bacillus toyonensis	155322	species	5025419	4	0	0.0
Caulobacter vibrioides	155892	species	4029938	1	0	0.0
Acaryochloris marina	155978	species	8361599	1	1	0.0
Corynebacterium imitans	156978	species	2565321	1	0	0.0
[Mannheimia] succiniciproducens	157673	species	2314078	1	1	0.0
Pseudomonas parafulva	157782	species	5087619	2	0	0.0
Pseudomonas cremoricolorata	157783	species	4780403	2	0	0.0
Chromohalobacter salexigens	158080	species	3696649	5	2	0.0
Hahella chejuensis	158327	species	7215267	1	0	0.0
Novosphingobium resinovorum	158500	species	6918128	2	2	0.0
Bifidobacterium scardovii	158787	species	3158347	7	2	0.0
Cedecea neteri	158822	species	23867322	18	9	0.0
Enterobacter hormaechei	158836	species	11766809	9	0	0.0
Collimonas fungivorans	158899	species	5393313	5	5	0.0
Roseibacterium elongatum	159346	species	3555109	1	1	0.0
Paenibacillus terrae	159743	species	6083395	8	3	0.0
Acidihalobacter prosperus	160660	species	3566941	2	2	0.0
Paenibacillus borealis	160799	species	8156808	8	6	0.0
Acidithiobacillus ferrivorans	160808	species	3207552	3	3	0.0
Planococcus antarcticus	161360	species	3804624	3	2	0.0
Anaeromyxobacter dehalogenans	161493	species	5021404	5	2	0.0
Corynebacterium kroppenstedtii	161879	species	2446804	3	0	0.0
Corynebacterium singulare	161899	species	2830519	5	4	0.0
Paenibacillus naphthalenovorans	162209	species	5200139	3	1	0.0
Thermococcus cleftensis	163003	species	1950313	1	1	0.0
Streptomyces puniciscabiei	164348	species	9698948	2	1	0.0
Blattabacterium punctulatus	164514	species	609561	1	1	0.0
Mycobacterium sp. MCS	164756	species	5920523	1	0	0.0
Mycobacterium sp. JLS	164757	species	6048425	1	0	0.0
Thermobaculum terrenum	166501	species	3101581	2	1	0.0
Pseudoalteromonas translucida	166935	species	4147593	1	0	0.0
Ilyobacter polytropus	167642	species	3132314	7	6	0.0
Candidatus Ishikawaella capsulata	168169	species	754729	1	1	0.0
Salinispora tropica	168695	species	5183331	1	0	0.0
Salinispora arenicola	168697	species	5786361	2	0	0.0
Corynebacterium aurimucosum	169292	species	2819226	4	2	0.0
Clostridium saccharobutylicum	169679	species	5107814	6	4	0.0
Paenibacillus stellifer	169760	species	5658798	4	3	0.0
Tistrella mobilis	171437	species	6512983	3	2	0.0
Thermodesulfatator indicus	171695	species	2322224	1	1	0.0
Elizabethkingia miricola	172045	species	4242519	12	8	0.0
Thermococcus sibiricus	172049	species	1845800	1	0	0.0
Gemmatimonas aurantiaca	173480	species	4636964	10	3	0.0
Pseudothermotoga lettingae	177758	species	2135342	1	0	0.0
Leptospirillum ferriphilum	178606	species	2368371	1	0	0.0
Alicycliphilus denitrificans	179636	species	4953232	14	9	0.0
Delftia tsuruhatensis	180282	species	7195716	6	0	0.0
Desulfococcus oleovorans	181663	species	3944167	3	3	0.0
Desulfovibrio aespoeensis	182210	species	3629109	3	2	0.0
Erwinia billingiae	182337	species	5372268	8	5	0.0
Kribbella flavida	182640	species	7579488	2	1	0.0
Oceanobacillus iheyensis	182710	species	3630528	1	1	0.0
Thermoproteus uzoniensis	184117	species	1936063	1	1	0.0
Corallococcus coralloides	184914	species	10080619	4	1	0.0
Desulfovibrio magneticus	184917	species	5315620	4	0	0.0
Butyrivibrio hungatei	185008	species	3386314	42	28	0.0
Paludibacter propionicigenes	185300	species	3685504	36	15	0.0
Xylanimonas cellulosilytica	186189	species	3831380	1	1	0.0
Marinithermus hydrothermalis	186192	species	2269167	6	3	0.0
Thioalkalivibrio nitratireducens	186931	species	4002350	2	1	0.0
Sneathia amnii	187101	species	1330224	2	1	0.0
Oceanithermus profundus	187137	species	2439291	4	1	0.0
Acidaminococcus intestini	187327	species	2487765	53	52	0.00489106
Pediococcus claussenii	187452	species	2958378	3	3	0.0
Thalassolituus oleivorans	187493	species	3842190	2	1	0.0
Oleispira antarctica	188908	species	4406383	3	2	0.0
Pedobacter cryoconitis	188932	species	5950539	16	16	0.0
Paenibacillus graminis	189425	species	7166464	17	4	0.0
Paenibacillus odorifer	189426	species	6812473	3	1	0.0
Mycobacterium sp. KMS	189918	species	6256079	1	0	0.0
Ralstonia insidiosa	190721	species	12164766	2	1	0.0
Vibrio coralliilyticus	190893	species	17260629	6	1	0.0
Rhodococcus aetherivorans	191292	species	5922748	3	1	0.0
Conexibacter woesei	191495	species	6359369	3	3	0.0
Fluviicola taffensis	191579	species	4633577	16	5	0.0
Corynebacterium atypicum	191610	species	2359448	1	1	0.0
Shewanella denitrificans	192073	species	4545906	1	0	0.0
Planococcus maritimus	192421	species	3280721	1	1	0.0
Rhodoferax ferrireducens	192843	species	4969784	3	2	0.0
Sulfurospirillum halorespirans	194424	species	3029840	4	2	0.0
Escherichia Stx1 converting phage	194948	leaf	59866	2	0	0.0
Stx2 converting phage II	194949	leaf	62706	3	0	0.0
Synechococcus sp. PCC 8807	195248	species	3304088	1	0	0.0
Synechococcus sp. PCC 6312	195253	species	3720499	1	1	0.0
Synechococcus sp. PCC 7117	195498	species	3432101	1	0	0.0
Nocardioides sp. JS614	196162	species	5293685	1	0	0.0
Enterobacteria phage BP-4795	196242	species	57930	1	0	0.0
Actinoplanes friuliensis	196914	species	9376071	7	3	0.0
Deferribacter desulfuricans	197162	species	2542933	2	1	0.0
Streptococcus pasteurianus	197614	species	2100077	13	8	0.0
Azoarcus sp. CIB	198107	species	5257030	4	3	0.0
Anoxybacillus gonensis	198467	species	2803668	5	2	0.0
Pseudomonas koreensis	198620	species	12292986	8	1	0.0
Methylocella silvestris	199596	species	4305430	1	1	0.0
Pseudomonas trivialis	200450	species	6452803	7	0	0.0
Pseudomonas poae	200451	species	5512241	5	0	0.0
Planococcus rifietoensis	200991	species	3505011	4	3	0.0
Maize bushy stunt phytoplasma	202462	species	576118	1	0	0.0
Dickeya dadantii	204038	species	4922802	2	0	0.0
Dickeya zeae	204042	species	4675379	7	4	0.0
Novosphingobium pentaromativorans	205844	species	5457578	1	0	0.0
Sulfurovum lithotrophicum	206403	species	2217891	5	4	0.0
Parvularcula bermudensis	208216	species	2902643	2	2	0.0
Enterobacter kobei	208224	species	4927478	4	0	0.0
Amycolatopsis japonica	208439	species	9053857	1	1	0.0
Carnobacterium sp. 17-4	208596	species	2685399	1	0	0.0
Escherichia albertii	208962	species	4679521	3	1	0.0
Mycobacterium sp. JS623	212767	species	7221766	4	3	0.0
Halomonas campaniensis	213554	species	4074048	2	2	0.0
Alistipes finegoldii	214856	species	3734239	747	638	0.00225188
Treponema caldarium	215591	species	3239340	5	4	0.0
Erwinia sp. Ejp617	215689	species	3957675	6	1	0.0
Dinoroseobacter shibae	215813	species	4417868	2	2	0.0
Pseudomonas rhizosphaerae	216142	species	4688635	2	0	0.0
Polaromonas naphthalenivorans	216465	species	5366143	6	5	0.0
Stenotrophomonas rhizophila	216778	species	4198652	2	1	0.0
Bifidobacterium longum	216816	species	3655960	843	791	0.0520142
Spiroplasma chrysopicola	216933	species	1123322	7	6	0.0
Spiroplasma helicoides	216938	species	1326546	4	3	0.0
Spiroplasma syrphidicola	216945	species	1107344	1	0	0.0
Clostridium carboxidivorans	217159	species	5752782	5	3	0.0
Pseudomonas antarctica	219572	species	6607040	6	1	0.0
Thalassospira xiamenensis	220697	species	4768950	1	1	0.0
Treponema putidum	221027	species	2800562	6	5	0.0
Phaeobacter inhibens	221822	species	4194026	2	2	0.0
Helicobacter sp. MIT 01-6242	222136	species	1594790	4	4	0.0
Methylobacterium populi	223967	species	5848997	1	0	0.0
Methanobrevibacter sp. AbM4	224719	species	1998189	3	3	0.0
Geobacter bemidjiensis	225194	species	4615150	2	2	0.0
Corynebacterium halotolerans	225326	species	3222008	3	0	0.0
Thermovibrio ammonificans	228745	species	1759526	2	1	0.0
Aster yellows witches'-broom phytoplasma	229545	species	723970	1	0	0.0
Methanobrevibacter millerae	230361	species	2543538	2	2	0.0
Dyella japonica	231455	species	4831185	7	3	0.0
Belliella baltica	232259	species	4196595	12	10	0.0
Acidovorax sp. JS42	232721	species	4585154	7	2	0.0
Desulfitobacterium dichloroeliminans	233055	species	3624449	4	2	0.0
Alteromonas stellipolaris	233316	species	9533996	6	2	0.0
Pseudoalteromonas sp. SM9913	234831	species	4037671	1	0	0.0
Pseudomonas alkylphenolia	237609	species	5764622	6	2	0.0
Akkermansia muciniphila	239935	species	2704687	740	738	0.0282197
Lactobacillus paracollinoides	240427	species	10733574	5	4	0.0
Pseudonocardia dioxanivorans	240495	species	7303989	2	1	0.0
Rummeliibacillus stabekisii	241244	species	3420739	4	3	0.0
Crinalium epipsammum	241425	species	5620407	1	0	0.0
Klebsiella variicola	244366	species	10894097	72	31	0.000672199
Nautilia profundicola	244787	species	1676444	2	2	0.0
Staphylococcus equorum	246432	species	8544915	1	1	0.0
Bacteroides cellulosilyticus	246787	species	7084828	1197	1014	0.00331095
Cupriavidus pinatubonensis	248026	species	7255290	2	0	0.0
Cardinium endosymbiont of Encarsia pergandiella	249402	species	944930	3	1	0.0
Pseudomonas syringae group genomosp. 3	251701	species	6538260	3	0	0.0
Robiginitalea biformata	252307	species	3530383	11	9	0.0
Microbulbifer thermotolerans	252514	species	3938396	3	1	0.0
Mahella australiensis	252966	species	3135972	4	1	0.0
Paraburkholderia phenoliruptrix	252970	species	7651131	4	0	0.0
Ethanoligenens harbinense	253239	species	3008576	18	12	0.0
Owenweeksia hongkongensis	253245	species	4000057	5	4	0.0
Isoptericola	254250	genus	0	2	0	0.0
Fictibacillus arsenicus	255247	species	4055461	6	5	0.0
Parvibaculum lavamentivorans	256618	species	3914745	2	1	0.0
Glutamicibacter arilaitensis	256701	species	3918308	1	0	0.0
Streptococcus pseudopneumoniae	257758	species	2195458	2	0	0.0
Corynebacterium resistens	258224	species	2601311	2	2	0.0
Desulfatibacillum alkenivorans	259354	species	6517073	4	3	0.0
Dechloromonas aromatica	259537	species	4501104	3	2	0.0
Campylobacter insulaenigrae	260714	species	1465081	4	4	0.0
Psychrobacter alimentarius	261164	species	3349444	2	2	0.0
Nitrosomonas sp. Is79A3	261292	species	3783444	1	0	0.0
Mycobacterium liflandii	261524	species	6399543	4	2	0.0
Ostreid herpesvirus 1	261939	species	207439	1	1	0.0
Kangiella koreensis	261964	species	2852073	1	1	0.0
Yersinia aleksiciae	263819	species	4000307	7	4	0.0
Horseradish latent virus	264076	species	7954	3	2	0.0
Bacillus muralis	264697	species	5007018	5	3	0.0
Rhodopirellula baltica	265606	species	7145576	2	0	0.0
Methylovorus glucosotrophus	266009	species	3082007	2	0	0.0
Chelativorans sp. BNC1	266779	species	4935185	2	1	0.0
Sphingopyxis granuli	267128	species	4679853	2	1	0.0
Nitratifractor salsuginis	269261	species	2101285	3	1	0.0
Methylobacterium aquaticum	270351	species	7557960	3	2	0.0
Methylomicrobium alcaliphilum	271065	species	4796711	2	2	0.0
Shewanella sediminis	271097	species	5517674	4	0	0.0
Shewanella halifaxensis	271098	species	5226917	5	1	0.0
Nostoc punctiforme	272131	species	9059191	3	3	0.0
Sphaerochaeta coccoides	273376	species	2227296	1	0	0.0
Chlorobaculum limnaeum	274537	species	2797276	1	0	0.0
Chlorobaculum parvum	274539	species	2289249	4	3	0.0
Collimonas arenae	279058	species	15078336	2	2	0.0
Collimonas pratensis	279113	species	11315924	6	4	0.0
Candidatus Amoebophilus asiaticus	281120	species	1884364	1	1	0.0
Pseudoalteromonas sp. Bsw20308	283699	species	4830226	2	2	0.0
Staphylococcus pseudintermedius	283734	species	4509494	1	0	0.0
Stackebrandtia nassauensis	283811	species	6841557	1	1	0.0
Phenylobacterium zucineum	284016	species	4379231	1	0	0.0
Alcanivorax dieselolei	285091	species	4928223	8	3	0.0
Streptomyces rubrolavendulae	285473	species	6543262	1	1	0.0
Segniliparus rotundus	286802	species	3157527	1	0	0.0
Alteromonas addita	287094	species	4649146	4	0	0.0
Bradyrhizobium sp. BTAi1	288000	species	8493513	2	1	0.0
[Clostridium] clariflavum	288965	species	4897678	8	8	0.0
Bacteroides helcogenes	290053	species	3998906	420	334	1.13536e-19
Arthrobacter sp. FB24	290399	species	5070478	1	1	0.0
Jannaschia sp. CCS1	290400	species	4404049	1	0	0.0
Photorhabdus asymbiotica	291112	species	5094138	3	1	0.0
Thermosediminibacter oceani	291990	species	2280035	1	0	0.0
Dactylococcopsis salina	292566	species	3781008	1	1	0.0
Flavonifractor plautii	292800	species	3818500	171	153	0.000724215
Sphingopyxis sp. 113P3	292913	species	4664213	6	3	0.0
Methanobrevibacter olleyae	294671	species	2201192	1	1	0.0
Polaromonas sp. JS666	296591	species	5898676	4	3	0.0
Frankia sp. EAN1pec	298653	species	8982042	1	1	0.0
Frankia inefficax	298654	species	8815781	5	2	0.0
Enterobacter ludwigii	299767	species	4952770	1	0	0.0
Glaciecola nitratireducens	300231	species	4134229	6	4	0.0
Bacillus lehensis	300825	species	3993073	3	2	0.0
Roseburia hominis	301301	species	3592125	752	695	0.0178756
Catenulispora acidiphila	304895	species	10467782	1	1	0.0
Persephonella marina	309805	species	1983966	3	3	0.0
Deinococcus maricopensis	309887	species	3498530	2	1	0.0
Advenella kashmirensis	310575	species	4423879	5	4	0.0
Emticicia oligotrophica	312279	species	5220361	7	7	0.0
Pseudomonas entomophila	312306	species	5888780	6	1	0.0
Croceibacter atlanticus	313588	species	2952962	1	1	0.0
Dokdonia sp. MED134	313590	species	3302548	5	2	0.0
Polaribacter sp. MED152	313598	species	2961474	5	2	0.0
Maribacter sp. HTCC2170	313603	species	3868304	14	11	0.0
Geobacter lovleyi	313985	species	3994874	1	0	0.0
Alteromonas mediterranea	314275	species	5274170	6	2	0.0
Psychromonas sp. CNPT3	314282	species	3052410	5	1	0.0
Pseudoxanthomonas suwonensis	314722	species	3655384	10	7	0.0
Spiroplasma eriocheiris	315358	species	1365714	2	0	0.0
Streptococcus gallolyticus	315405	species	2285714	14	5	0.0
Leadbetterella byssophila	316068	species	4059653	7	5	0.0
Syntrophus aciditrophicus	316277	species	3179300	3	3	0.0
Synechococcus sp. CC9902	316279	species	2234828	6	5	0.0
Beggiatoa leptomitiformis	319938	species	4265296	3	3	0.0
Cyclobacterium amurskyense	320787	species	6158829	9	6	0.0
Synechococcus sp. JA-3-3Ab	321327	species	2932766	4	2	0.0
Synechococcus sp. JA-2-3B'a(2-13)	321332	species	3046682	2	0	0.0
Dokdonella koreensis	323415	species	4446619	2	2	0.0
Paenibacillus sp. JDR-2	324057	species	7184930	8	7	0.0
Bacillus infantis	324767	species	4884713	2	1	0.0
Dokdonia donghaensis	326320	species	3293944	9	5	0.0
Paraglaciecola psychrophila	326544	species	5413691	1	1	0.0
Nonlabens dokdonensis	328515	species	3914632	8	4	0.0
Enterobacteria phage RB16	329381	species	176788	1	0	0.0
Nitrospira defluvii	330214	species	4317083	1	1	0.0
Psychrobacter cryohalolentis	330922	species	3101097	2	0	0.0
Sphingobium japonicum	332056	species	4424862	2	1	0.0
Candidatus Solibacter usitatus	332163	species	9965640	5	3	0.0
Truepera radiovictrix	332249	species	3260398	3	0	0.0
Exiguobacterium sibiricum	332410	species	3040786	3	2	0.0
Psychrobacter arcticus	334543	species	2650701	4	2	0.0
Bradyrhizobium sp. S23321	335659	species	7231841	5	3	0.0
Chlorobium chlorochromatii	337090	species	2572079	3	3	0.0
Gordonia sp. KTR9	337191	species	5885710	2	2	0.0
Erwinia tasmaniensis	338565	species	4067864	4	1	0.0
Actinoalloteichus hymeniacidonis	340345	species	6306386	2	0	0.0
Herbaspirillum hiltneri	341045	species	4965474	6	3	0.0
Thermococcus onnurineus	342948	species	1847607	1	1	0.0
Geobacter pickeringii	345632	species	3618700	4	3	0.0
Psychrobacter sp. PRwf-1	349106	species	2995049	4	0	0.0
Micavibrio aeruginosavorus	349221	species	2470296	4	2	0.0
Corynebacterium marinum	349751	species	2729219	1	0	0.0
Alkalilimnicola ehrlichii	351052	species	3275944	6	5	0.0
Oscillibacter valericigenes	351091	species	4470622	27	21	0.0
Geobacter uraniireducens	351604	species	5136364	6	5	0.0
Xenorhabdus doucetiae	351671	species	4203651	1	1	0.0
Xenorhabdus hominickii	351679	species	4522699	3	1	0.0
Niastella koreensis	354356	species	9033684	14	12	0.0
Bacteroides dorei	357276	species	5310365	2193	1790	0.0608293
Psychromonas ingrahamii	357794	species	4559598	1	1	0.0
Acidovorax sp. KKS102	358220	species	5196935	3	2	0.0
Shewanella loihica	359303	species	4602594	10	8	0.0
Methylotenera mobilis	359408	species	2547570	1	1	0.0
Exiguobacterium sp. AT1b	360911	species	2999895	3	1	0.0
Altererythrobacter epoxidivorans	361183	species	2786256	1	0	0.0
Streptomyces vietnamensis	362257	species	9153777	3	0	0.0
Spiroplasma cantharicola	362837	species	1179577	1	1	0.0
Verminephrobacter eiseniae	364317	species	5597943	4	0	0.0
Granulibacter bethesdensis	364410	species	2717856	5	4	0.0
Pelosinus fermentans	365349	species	5380816	5	3	0.0
Paenibacillus sabinae	365617	species	5270569	8	4	0.0
Sulfurospirillum cavolei	366522	species	2698323	2	1	0.0
Caulobacter sp. K31	366602	species	5889399	2	2	0.0
Xanthomonas fuscans	366648	species	5088683	5	1	0.0
Xanthomonas alfalfae	366650	species	4967469	4	0	0.0
Yersinia similis	367190	species	4964409	6	4	0.0
Microbacterium sp. XT11	367477	species	3475315	3	1	0.0
Cupriavidus sp. USMAA1020	367825	species	7949449	7	1	0.0
Gallionella capsiferriformans	370405	species	3162471	2	1	0.0
Isoptericola dokdonensis	372663	species	3826972	4	2	0.0
Rivularia sp. PCC 7116	373994	species	8728773	5	5	0.0
Synechococcus sp. PCC 73109	374982	species	3298676	1	0	0.0
Lactobacillus backii	375175	species	14123253	1	0	0.0
Janthinobacterium sp. Marseille	375286	species	4110251	1	1	0.0
Natranaerobius thermophilus	375929	species	3191453	1	1	0.0
Halotalea alkalilenta	376489	species	4387428	2	1	0.0
Bacteroides salanitronis	376805	species	4308663	292	187	3.69249e-18
Thermobacillus composti	377615	species	4355525	9	6	0.0
Cyanobacterium aponinum	379064	species	4176973	3	2	0.0
Streptomyces bingchenggensis	379067	species	11936683	1	1	0.0
Ruegeria mobilis	379347	species	4830028	1	0	0.0
Pseudomonas protegens	380021	species	6923588	9	0	0.0
Cycloclasticus sp. P1	385025	species	2363215	2	1	0.0
Sulfurovum sp. NBC37-1	387093	species	2562277	5	4	0.0
Pontibacter akesuensis	388950	species	4829559	13	10	0.0
Protochlamydia naegleriophila	389348	species	3030375	1	0	0.0
Echinicola vietnamensis	390884	species	5608040	16	14	0.0
Terriglobus roseus	392734	species	5227858	12	10	0.0
Clostridium taeniosporum	394958	species	3503541	3	2	0.0
Coraliomargarita akajimensis	395922	species	3750771	1	1	0.0
Cyanothece sp. PCC 7425	395961	species	5786110	2	2	0.0
Cyanothece sp. PCC 8802	395962	species	4803347	1	0	0.0
Thioalkalivibrio sp. K90mix	396595	species	2985056	3	0	0.0
Sphingomonas sanxanigenens	397260	species	6580298	5	1	0.0
Barnesiella viscericola	397865	species	3076856	355	153	1.81737e-15
Zunongwangia profunda	398743	species	5128187	15	14	0.0
Thermoanaerobacter sp. X514	399726	species	2457259	6	0	0.0
Enterobacter sp. 638	399742	species	4676461	6	2	0.0
Pontibacter korlensis	400092	species	5462537	23	18	0.0
Marinomonas sp. MWYL1	400668	species	5100344	2	1	0.0
Virgibacillus sp. SK37	403957	species	3841730	1	0	0.0
Shewanella piezotolerans	404011	species	5396476	4	1	0.0
Anaeromyxobacter sp. Fw109-5	404589	species	5277990	3	0	0.0
Alicyclobacillus acidocaldarius	405212	species	3164867	3	1	0.0
Natrinema sp. J7-2	406552	species	3793615	1	1	0.0
Sphingobium sp. MI1205	407020	species	4619375	3	2	0.0
Salinicoccus halodurans	407035	species	2778379	3	1	0.0
Treponema pedis	409322	species	2889325	1	1	0.0
Calyptogena okutanii thioautotrophic gill symbiont	410330	species	1022154	1	0	0.0
Gramella forsetii	411153	species	3798465	7	5	0.0
Microterricola viridarii	412690	species	3689726	3	1	0.0
Cronobacter	413496	genus	0	1	0	0.0
Cronobacter dublinensis	413497	species	4628405	2	0	0.0
Cronobacter muytjensii	413501	species	4364114	3	0	0.0
Cronobacter turicensis	413502	species	4599092	6	1	0.0
Cronobacter malonaticus	413503	species	4516853	7	1	0.0
[Polyangium] brachysporum	413882	species	6476147	1	1	0.0
Caldicellulosiruptor hydrothermalis	413888	species	2770676	2	1	0.0
Caldicellulosiruptor kronotskyensis	413889	species	2843785	3	1	0.0
Pseudoxanthomonas spadix	415229	species	3452554	6	3	0.0
Burkholderia sp. KJ006	416344	species	6629912	3	0	0.0
Methanosarcina horonobensis	418008	species	5018607	2	2	0.0
Azoarcus olearius	418699	species	4451751	8	0	0.0
Ochrobactrum pseudogrignonense	419475	species	4992805	8	6	0.0
Methanolobus psychrophilus	420950	species	3072769	2	0	0.0
Elusimicrobium minutum	423605	species	1643562	6	4	0.0
Rhizobium sp. IRBG74	424182	species	5464982	5	0	0.0
Methylobacterium sp. 4-46	426117	species	7737025	2	2	0.0
Desulfurivibrio alkaliphilus	427923	species	3097763	2	1	0.0
Pedobacter steynii	430522	species	6581659	7	6	0.0
Deinococcus peraridilitoris	432329	species	4513714	3	1	0.0
Sulfurihydrogenibium sp. YO3AOP1	436114	species	1838442	4	4	0.0
Geobacter sp. M18	443143	species	5277406	2	1	0.0
Geobacter sp. M21	443144	species	4745806	7	4	0.0
Brucella microti	444163	species	3337369	4	0	0.0
Pseudonocardia sp. AL041005-10	445576	species	6143341	6	3	0.0
Pandoraea thiooxydans	445709	species	4464186	3	0	0.0
Adlercreutzia equolifaciens	446660	species	2862526	102	96	0.00888789
Niabella soli	446683	species	4697343	7	6	0.0
Acetobacter senegalensis	446692	species	3969909	2	0	0.0
Anaeromyxobacter sp. K	447217	species	5061632	2	0	0.0
Simiduia agarivorans	447471	species	4300227	3	2	0.0
Nocardioides dokdonensis	450734	species	4376707	1	1	0.0
Desulfarculus baarsii	453230	species	3655731	4	3	0.0
Agromyces sp. AR33	453304	species	4373124	2	1	0.0
Bdellovibrio exovorus	453816	species	2657893	7	7	0.0
Chrysochromulina ericina virus	455364	species	473558	1	1	0.0
Thermus parvatiensis	456163	species	2016098	1	0	0.0
Xanthomonas euvesicatoria	456327	species	10838435	3	0	0.0
Candidatus Cloacimonas acidaminovorans	456827	species	2246820	2	2	0.0
Chloracidobacterium thermophilum	458033	species	3695372	2	1	0.0
Alkaliphilus oremlandii	461876	species	3123558	2	0	0.0
Bordetella flabilis	463014	species	5954318	3	3	0.0
Bordetella bronchialis	463025	species	11845675	5	4	0.0
Streptomyces sp. Mg1	465541	species	8716193	3	2	0.0
Steroidobacter denitrificans	465721	species	3467246	5	5	0.0
Singulisphaera acidiphila	466153	species	9755686	2	2	0.0
Ilumatobacter coccineus	467094	species	4830181	4	4	0.0
Pantoea vagans	470934	species	4888338	8	1	0.0
Geobacillus sp. WCH70	471223	species	3508804	1	0	0.0
Candidatus Desulforudis audaxviator	471827	species	2349476	4	2	0.0
Nitrosococcus watsonii	473531	species	3373286	1	0	0.0
Methanosphaerula palustris	475088	species	2922917	3	1	0.0
Altererythrobacter ishigakiensis	476157	species	2673978	4	4	0.0
Modestobacter marinus	477641	species	5575517	2	1	0.0
Calditerrivibrio nitroreducens	477976	species	2216552	14	10	0.0
Myroides profundi	480520	species	4064534	7	0	0.0
Paenibacillus sp. Y412MC10	481743	species	7121665	2	1	0.0
Oscillatoria nigro-viridis	482564	species	8272254	2	1	0.0
Burkholderia lata	482957	species	17031116	4	3	0.0
Paenibacillus riograndensis	483937	species	7919576	22	11	0.0
Sphingobium sp. YBL2	484429	species	5427419	2	0	0.0
Pelosinus sp. UFO1	484770	species	5115410	2	1	0.0
Serratia sp. SCBI	488142	species	5101896	6	1	0.0
Burkholderia latens	488446	species	6614478	1	0	0.0
Burkholderia contaminans	488447	species	8509249	2	1	0.0
Burkholderia metallica	488729	species	7424240	5	0	0.0
Burkholderia seminalis	488731	species	7648944	1	0	0.0
Burkholderia diffusa	488732	species	6857833	5	2	0.0
Enterobacteria phage Min27	489779	leaf	63395	1	0	0.0
Bacillus velezensis	492670	species	7701267	8	0	0.0
Thermoanaerobacter pseudethanolicus	496866	species	2362816	8	0	0.0
Campylobacter subantarcticus	497724	species	1817765	3	1	0.0
Kosakonia oryzae	497725	species	5303342	2	0	0.0
Cyanothece sp. PCC 7822	497965	species	7841948	2	2	0.0
Tepidanaerobacter acetatoxydans	499229	species	5521119	4	2	0.0
